GPA,SAT_Score,Extracurricular,Volunteer_Hours,Recommendation_Score,Interview_Score,Intended_Major,Legacy,First_Gen,Gender,Ethnicity,International,Income_Level,High_School_Rating,Admitted
2.84,1170.0,1,55.0,2.5,8.4,STEM,0,1,Other,Black,0,High,5.3,Yes
2.76,1144.0,1,71.0,2.0,8.8,STEM,1,1,Female,White,0,Low,9.1,Yes
3.95,1203.0,0,65.0,4.8,7.2,Health,0,1,Male,Asian,0,Middle,2.8,Yes
3.29,1105.0,0,41.0,3.1,7.3,SocialSci,0,1,Other,Asian,0,High,4.1,No
3.45,1322.0,0,52.0,2.3,7.6,Arts,0,0,Male,Hispanic,0,High,5.8,Yes
3.65,1331.0,1,32.0,3.1,4.2,Health,0,1,Female,Hispanic,1,Middle,9.5,No
2.13,1095.0,1,62.0,4.2,8.0,STEM,0,0,Male,White,0,High,3.7,No
3.69,1337.0,1,58.0,3.5,5.1,Health,1,0,Other,White,0,Low,5.7,Yes
2.45,1239.0,0,46.0,1.6,2.4,SocialSci,1,0,Female,Other,1,High,1.0,No
3.19,1297.0,1,62.0,1.7,4.0,Business,0,0,Other,Black,0,Low,2.1,Yes
3.07,1018.0,0,67.0,1.4,4.1,Business,0,0,Male,Other,0,Middle,7.6,No
3.5,1109.0,1,84.0,2.1,4.3,SocialSci,0,0,Male,Other,0,Low,6.8,Yes
3.72,1289.0,1,41.0,2.4,1.4,SocialSci,0,0,Male,Asian,0,Middle,7.5,No
3.9,1132.0,0,51.0,1.5,5.3,Health,0,0,Other,Asian,0,High,6.3,No
3.43,1204.0,0,67.0,4.8,4.8,STEM,0,1,Other,White,0,Middle,8.8,Yes
2.03,1188.0,1,59.0,3.6,5.6,SocialSci,1,0,Female,Asian,0,Low,3.2,Yes
3.62,1366.0,1,50.0,3.0,1.9,Arts,1,0,Male,White,0,High,6.0,Yes
2.05,941.0,0,37.0,1.9,7.9,Health,0,0,Other,Other,0,High,3.3,No
3.77,1242.0,1,58.0,4.6,6.2,Business,1,0,Male,Other,0,Middle,4.4,Yes
2.58,1154.0,1,45.0,4.7,7.7,SocialSci,0,0,Other,Other,1,Low,7.4,Yes
3.61,1134.0,1,19.0,1.8,5.2,Arts,0,1,Male,Asian,0,High,3.0,No
2.45,1139.0,0,65.0,3.3,2.3,Arts,0,1,Female,Hispanic,0,Middle,4.8,No
3.41,1143.0,0,97.0,3.6,4.6,Business,1,1,Female,Asian,0,Middle,5.6,Yes
3.03,1366.0,0,34.0,1.3,5.2,Health,1,0,Other,White,0,High,6.1,No
3.24,1120.0,1,78.0,3.2,5.5,STEM,0,0,Female,Other,0,High,4.7,Yes
3.41,1340.0,0,23.0,1.2,2.9,STEM,0,0,Other,Asian,0,High,9.2,No
2.99,1260.0,0,36.0,4.9,4.6,STEM,0,1,Female,Other,0,Middle,7.7,No
2.36,1233.0,1,57.0,1.2,7.2,Health,0,0,Female,Asian,0,Low,5.5,Yes
3.79,987.0,1,53.0,2.2,3.5,Arts,0,1,Male,Black,0,Low,9.4,Yes
3.25,1239.0,0,59.0,4.9,2.7,SocialSci,0,0,Male,White,0,Middle,6.1,Yes
3.98,1099.0,0,42.0,4.3,6.9,Health,0,1,Other,Other,0,Middle,5.4,Yes
2.5,1164.0,0,57.0,2.5,1.8,Business,0,1,Other,White,0,Low,4.7,No
2.4,1382.0,1,58.0,2.8,1.5,Arts,0,1,Male,Other,0,Low,6.0,Yes
2.13,1327.0,0,55.0,4.1,6.9,Business,1,0,Male,White,0,Low,7.3,Yes
2.64,1196.0,1,31.0,5.0,5.8,STEM,0,0,Other,Hispanic,0,Low,6.9,Yes
2.8,1134.0,1,75.0,4.9,9.9,Health,0,0,Other,Hispanic,0,High,3.6,Yes
3.32,1265.0,1,41.0,4.2,8.8,STEM,0,1,Other,Hispanic,0,Middle,1.1,Yes
2.3,1304.0,1,43.0,3.1,2.7,Arts,0,0,Female,Asian,0,Middle,4.0,Yes
3.34,1081.0,0,49.0,4.0,3.7,SocialSci,0,1,Female,Other,0,Middle,2.2,Yes
2.85,1439.0,0,50.0,2.4,9.7,Business,0,0,Female,White,0,Low,6.9,Yes
2.9,1071.0,0,17.0,3.9,9.8,Health,1,1,Female,White,1,Low,3.4,No
2.6,1301.0,1,83.0,4.7,2.1,Health,1,0,Other,Asian,0,High,6.2,Yes
3.43,1372.0,1,93.0,3.1,8.1,Business,0,1,Female,Hispanic,0,High,6.4,Yes
3.45,1186.0,1,38.0,2.4,9.4,STEM,0,0,Male,Black,0,Low,8.8,Yes
2.24,1188.0,1,48.0,2.4,9.0,STEM,1,0,Male,Asian,0,High,5.6,No
3.72,1145.0,1,80.0,2.8,9.3,Business,0,0,Female,White,0,Low,1.1,Yes
3.98,1152.0,0,92.0,2.0,7.5,Business,1,1,Male,Other,0,High,9.9,Yes
2.45,1225.0,0,60.0,4.9,2.9,Health,0,0,Male,White,0,High,3.5,Yes
3.45,1053.0,1,58.0,2.1,1.9,Arts,1,1,Other,Other,0,Low,4.8,No
3.91,1230.0,0,44.0,3.4,9.9,STEM,1,0,Female,Hispanic,0,High,2.7,Yes
2.12,1212.0,1,46.0,3.8,9.7,Health,1,0,Male,Other,0,High,5.7,Yes
4.0,1173.0,0,70.0,3.2,1.1,Arts,0,0,Male,Black,0,Middle,3.7,No
3.89,1154.0,1,25.0,2.0,2.3,Health,0,1,Female,White,0,High,3.1,No
3.45,1149.0,0,65.0,3.6,4.6,STEM,1,0,Other,Hispanic,0,Middle,1.3,Yes
3.15,1336.0,0,37.0,3.8,3.4,Business,0,0,Male,Hispanic,0,High,4.1,No
2.18,1098.0,0,44.0,2.0,2.7,Arts,1,0,Female,Hispanic,0,Middle,7.4,No
3.32,1219.0,0,50.0,4.4,3.6,Business,0,0,Female,Hispanic,0,Low,6.2,No
3.08,1214.0,0,44.0,2.8,5.9,Health,0,0,Female,Hispanic,0,High,2.8,No
2.34,1229.0,1,20.0,1.1,9.6,Business,0,1,Female,Asian,0,Middle,1.1,No
3.82,1176.0,1,41.0,1.5,6.3,SocialSci,0,1,Female,Black,0,Middle,3.2,Yes
2.99,1336.0,0,51.0,3.4,7.4,STEM,0,0,Female,Black,1,High,9.3,No
2.35,1267.0,0,88.0,2.8,2.6,Arts,0,1,Male,White,0,Middle,7.6,Yes
3.58,1293.0,1,59.0,4.5,7.5,STEM,0,0,Other,Other,1,Middle,8.9,Yes
2.75,1222.0,1,51.0,2.6,9.5,Health,1,0,Male,Hispanic,0,Low,10.0,Yes
2.74,1223.0,0,84.0,1.4,3.2,STEM,0,0,Female,Asian,0,Low,3.6,Yes
2.63,1257.0,1,2.0,2.8,7.4,Health,0,1,Male,Other,1,Middle,3.1,No
3.92,1034.0,0,36.0,1.2,8.1,Health,0,0,Other,Hispanic,0,High,8.6,No
2.08,1227.0,0,65.0,1.1,10.0,Health,1,0,Male,Black,0,High,4.0,Yes
3.04,1325.0,0,8.0,2.4,1.4,Health,0,0,Other,Black,0,Middle,1.6,No
3.52,1370.0,0,56.0,3.3,4.5,Business,0,0,Male,Other,0,Low,5.2,Yes
3.67,1199.0,1,70.0,2.0,5.9,STEM,0,1,Other,Black,0,Middle,8.6,No
3.08,1186.0,0,53.0,3.2,2.8,STEM,0,1,Other,Hispanic,0,Middle,4.2,No
3.54,1178.0,1,69.0,3.6,3.7,STEM,1,0,Male,Black,0,Low,5.8,Yes
3.95,1256.0,1,26.0,4.9,7.6,Business,0,0,Female,Other,0,High,6.6,No
3.11,1295.0,0,36.0,3.6,4.2,Arts,0,0,Male,White,0,Low,5.0,No
2.69,1320.0,0,42.0,2.5,3.1,STEM,0,0,Other,Asian,1,Low,6.4,No
3.99,1206.0,0,51.0,1.4,8.8,Business,0,0,Female,Hispanic,0,Middle,3.0,Yes
3.73,1185.0,1,53.0,2.4,4.3,SocialSci,0,0,Female,Asian,0,High,2.4,Yes
2.7,1286.0,1,38.0,4.1,9.4,Arts,1,0,Female,Black,0,High,6.6,Yes
3.75,1103.0,1,36.0,3.3,3.2,SocialSci,0,0,Other,Other,0,High,1.2,No
3.57,1134.0,1,97.0,3.5,2.4,Health,1,1,Male,Other,0,Low,8.0,Yes
3.34,1249.0,0,52.0,3.2,5.2,Business,1,0,Other,Hispanic,0,Middle,9.7,Yes
3.2,1264.0,1,77.0,2.7,5.9,Arts,0,0,Female,Asian,1,High,6.7,Yes
2.18,1170.0,0,79.0,2.8,7.4,Health,1,0,Male,Other,0,High,6.0,Yes
3.5,1129.0,1,36.0,4.0,6.1,SocialSci,0,1,Female,Hispanic,0,High,5.0,Yes
2.34,1185.0,0,42.0,2.8,7.4,SocialSci,1,0,Male,White,0,High,7.3,No
3.56,1058.0,0,43.0,4.9,4.0,STEM,1,1,Other,White,0,High,7.8,No
3.45,1171.0,1,42.0,3.7,3.6,SocialSci,0,0,Other,White,0,High,7.1,No
2.88,1118.0,1,26.0,1.9,7.5,Arts,0,1,Male,Other,0,Middle,4.0,No
2.24,1160.0,0,47.0,1.5,3.7,Business,0,0,Male,Asian,0,High,2.0,No
2.89,1206.0,0,32.0,3.8,2.6,Business,1,1,Male,Hispanic,0,Low,6.0,No
2.22,1240.0,0,66.0,1.2,9.8,STEM,0,1,Other,Other,0,High,7.0,Yes
2.6,1158.0,1,70.0,2.1,5.0,Business,0,0,Male,Black,0,Middle,7.8,Yes
2.53,1025.0,0,72.0,1.9,7.8,STEM,0,1,Female,Hispanic,1,Middle,9.3,Yes
2.9,1398.0,0,63.0,4.6,1.7,STEM,0,0,Male,Black,0,Middle,3.3,Yes
2.14,1252.0,1,38.0,1.9,7.6,Health,0,0,Male,Other,0,Low,10.0,No
2.74,1164.0,0,44.0,3.8,5.7,STEM,0,0,Other,Asian,0,Low,2.1,No
3.34,1263.0,1,81.0,4.7,5.7,SocialSci,0,0,Female,Other,0,Middle,2.0,Yes
3.41,1068.0,1,92.0,4.9,9.6,Arts,0,1,Female,White,0,Low,3.2,Yes
2.02,1155.0,0,82.0,1.2,5.8,SocialSci,0,0,Other,White,1,High,4.6,Yes
3.22,1333.0,0,44.0,4.4,2.3,Health,0,0,Other,Black,0,High,3.2,No
2.5,1247.0,1,54.0,4.4,2.2,Health,0,0,Male,White,0,Middle,8.5,Yes
2.82,1153.0,1,34.0,3.4,1.7,Arts,0,1,Female,Hispanic,1,Low,8.9,No
2.22,1221.0,0,53.0,1.8,8.6,Business,0,0,Female,Black,0,Low,6.6,Yes
2.0,1170.0,0,59.0,4.6,9.9,Business,1,1,Male,Asian,0,High,1.3,Yes
3.58,1132.0,1,52.0,2.5,6.5,Arts,0,0,Male,Other,0,Middle,4.4,Yes
2.57,1288.0,0,62.0,4.8,6.7,Business,1,0,Male,White,0,Low,4.9,Yes
2.34,1190.0,0,15.0,1.8,6.6,Arts,0,0,Female,Black,0,High,2.4,No
2.92,1167.0,1,50.0,3.3,9.5,STEM,0,0,Female,Asian,0,Low,8.6,Yes
3.77,1255.0,0,45.0,4.2,7.5,Business,0,0,Other,White,1,High,5.4,Yes
3.01,1122.0,0,85.0,1.2,1.1,STEM,0,0,Female,Black,0,High,5.0,Yes
2.24,1096.0,0,25.0,2.0,4.8,Arts,0,0,Male,White,0,Low,2.2,No
2.51,1258.0,0,36.0,3.6,1.9,SocialSci,0,0,Male,White,0,High,4.5,No
2.62,1379.0,0,42.0,4.6,1.6,Business,0,1,Other,Black,0,Middle,4.5,No
2.21,1170.0,0,32.0,4.3,5.6,STEM,0,0,Male,Other,0,Middle,2.4,No
3.64,1237.0,1,30.0,4.3,8.7,SocialSci,0,1,Male,Asian,0,Low,7.9,Yes
3.09,1027.0,1,65.0,3.0,9.1,STEM,0,0,Male,Black,0,Middle,3.9,Yes
3.8,1189.0,0,102.0,3.8,2.5,STEM,0,1,Male,White,0,Low,3.6,Yes
3.23,1146.0,0,60.0,1.9,4.9,SocialSci,1,0,Male,Hispanic,0,Middle,5.4,Yes
2.05,1131.0,1,15.0,2.3,6.6,STEM,0,0,Other,Other,0,High,7.0,No
3.77,1061.0,1,84.0,2.0,2.2,Health,0,1,Female,Other,0,Middle,1.6,Yes
2.24,1264.0,0,52.0,4.8,5.8,SocialSci,1,0,Other,Other,0,Middle,9.1,Yes
3.21,1278.0,1,33.0,3.8,3.7,Arts,1,0,Female,Asian,1,Middle,6.9,No
2.71,1250.0,1,23.0,3.8,9.3,Business,1,0,Male,White,0,Low,1.1,No
3.44,1252.0,0,49.0,4.3,2.3,Business,1,0,Female,White,0,High,4.3,No
2.16,1178.0,0,28.0,1.8,2.7,Health,0,0,Female,Asian,0,Middle,3.0,No
3.59,1231.0,1,66.0,1.8,4.3,STEM,0,0,Female,Black,0,High,4.2,Yes
3.6,1293.0,0,48.0,3.6,3.6,Business,1,0,Female,Asian,0,High,4.3,Yes
2.46,1215.0,0,22.0,4.7,6.9,Arts,0,0,Female,Asian,0,High,6.5,No
2.32,1098.0,1,14.0,2.2,4.8,Business,1,0,Male,Black,1,High,8.2,No
3.28,1144.0,0,83.0,3.3,9.6,Health,0,0,Male,Black,0,Low,1.2,Yes
3.3,1238.0,1,70.0,3.4,2.9,Arts,1,0,Female,Hispanic,0,Middle,4.2,Yes
2.57,1150.0,0,41.0,1.3,3.2,STEM,0,1,Other,White,0,Middle,9.3,No
3.08,1291.0,0,51.0,1.1,4.9,SocialSci,0,1,Male,Black,0,Low,9.3,No
3.76,1170.0,0,44.0,2.4,8.9,SocialSci,0,0,Other,Hispanic,0,Middle,2.7,Yes
3.01,1272.0,0,62.0,1.8,1.5,Health,0,0,Female,Asian,0,Low,7.3,No
2.21,1336.0,0,14.0,4.3,6.5,Business,0,1,Other,White,0,Middle,5.1,No
3.75,1002.0,0,40.0,1.7,4.2,SocialSci,1,0,Other,White,0,Middle,6.1,No
2.34,1251.0,1,20.0,2.5,7.6,Business,0,0,Other,Other,0,Middle,7.2,No
3.15,1131.0,1,58.0,4.3,9.2,SocialSci,0,0,Other,Hispanic,0,Middle,3.8,Yes
3.62,1344.0,0,86.0,3.4,5.8,Health,0,1,Male,Other,0,High,7.2,Yes
3.6,1170.0,0,69.0,1.6,7.1,SocialSci,0,1,Male,Other,0,Low,3.2,Yes
2.52,1195.0,1,64.0,3.2,4.7,Business,0,1,Female,White,0,High,6.6,No
3.09,1104.0,0,41.0,4.9,6.5,Business,0,0,Other,Other,0,High,4.6,No
3.08,1162.0,0,-5.0,4.7,8.7,SocialSci,0,1,Female,Hispanic,0,Low,9.2,No
2.91,1003.0,0,52.0,4.7,1.7,Arts,0,1,Male,Other,0,High,2.3,No
3.93,1269.0,1,26.0,2.3,2.9,Business,0,1,Female,Other,0,Middle,3.0,No
2.78,1231.0,1,68.0,4.0,9.8,Arts,0,1,Male,White,0,Low,3.3,Yes
2.55,1254.0,0,82.0,2.5,6.6,SocialSci,0,0,Female,White,0,Middle,4.6,Yes
3.3,1011.0,0,82.0,1.2,8.9,Arts,0,1,Male,Asian,0,Middle,7.2,Yes
3.49,1277.0,1,24.0,4.2,8.5,Health,0,0,Other,Asian,0,Middle,4.8,No
2.18,1139.0,0,51.0,2.8,8.5,SocialSci,1,0,Other,White,0,Middle,1.8,Yes
3.18,1340.0,1,32.0,2.7,8.9,Arts,0,0,Male,Asian,0,Middle,3.6,No
2.02,1196.0,0,79.0,4.4,3.9,Arts,0,1,Male,Asian,0,Middle,4.1,Yes
2.16,1232.0,0,76.0,4.7,8.7,SocialSci,0,0,Male,Black,0,High,9.8,Yes
3.5,1203.0,0,60.0,4.1,5.7,Business,0,0,Female,Other,0,Middle,6.3,Yes
3.61,1298.0,0,52.0,4.4,4.2,Health,0,1,Female,White,0,High,3.0,No
2.33,1301.0,0,63.0,2.7,2.7,Arts,1,0,Female,White,0,Low,2.6,Yes
3.46,1163.0,0,52.0,3.7,8.7,SocialSci,0,0,Other,Other,0,Low,9.4,Yes
2.17,1342.0,0,31.0,1.5,2.0,SocialSci,0,0,Male,White,0,Middle,4.5,No
3.93,1176.0,1,65.0,2.5,5.9,Business,0,0,Other,Black,0,High,3.4,Yes
2.09,1160.0,0,35.0,3.0,7.0,SocialSci,0,1,Male,Hispanic,0,Low,5.9,No
2.12,1163.0,0,27.0,2.3,3.7,Health,1,0,Male,Hispanic,0,Middle,7.1,No
2.48,1165.0,1,23.0,3.2,1.4,STEM,0,0,Other,Black,0,High,7.9,No
2.73,1202.0,1,22.0,3.0,1.9,Health,0,1,Female,Asian,0,Middle,5.2,No
2.93,1195.0,0,71.0,1.2,5.3,STEM,0,1,Female,White,1,Middle,3.6,Yes
2.73,1331.0,1,53.0,3.9,6.9,STEM,0,1,Other,Hispanic,0,Middle,7.6,Yes
2.15,1357.0,0,35.0,4.2,3.8,SocialSci,0,0,Male,White,0,Middle,3.5,No
3.4,1360.0,1,62.0,3.3,5.8,Arts,0,0,Male,Asian,0,Low,3.4,Yes
2.64,1253.0,0,53.0,4.5,3.2,STEM,0,1,Male,Asian,0,Middle,9.7,No
3.32,1018.0,0,81.0,3.8,2.3,Business,0,1,Other,Asian,0,High,4.1,Yes
3.29,1194.0,0,48.0,2.0,8.4,Arts,0,0,Other,White,0,High,6.7,Yes
3.46,1303.0,1,70.0,4.4,7.6,Health,0,0,Male,Black,0,Middle,8.7,Yes
3.12,1237.0,0,82.0,1.1,5.1,Business,1,1,Other,Asian,0,High,3.1,Yes
2.94,1144.0,1,41.0,1.2,8.7,Arts,0,0,Male,Hispanic,0,High,1.6,No
2.25,1173.0,1,34.0,1.8,9.7,Health,0,0,Male,White,0,Middle,1.4,No
2.83,1106.0,0,19.0,3.2,9.8,SocialSci,1,0,Male,Hispanic,0,Middle,4.2,No
2.67,1319.0,0,49.0,4.6,9.6,SocialSci,0,1,Male,Other,0,High,1.3,Yes
2.33,1247.0,1,30.0,1.7,9.8,STEM,0,0,Male,Asian,0,High,6.6,No
2.24,1142.0,1,-4.0,1.2,9.3,Business,0,1,Other,White,0,Middle,5.3,No
2.53,1044.0,1,86.0,2.3,8.5,Business,1,1,Other,Other,0,Low,9.1,Yes
3.65,983.0,0,63.0,1.6,5.5,Health,0,0,Other,White,0,Low,5.9,Yes
3.15,963.0,1,43.0,3.6,7.4,Business,0,0,Female,Other,0,High,9.6,No
3.33,1079.0,0,93.0,4.5,8.4,STEM,0,0,Female,Asian,1,Low,4.3,Yes
2.19,1197.0,1,63.0,2.5,5.9,Health,0,1,Other,White,0,Middle,2.5,No
2.7,1330.0,1,85.0,3.7,1.6,Arts,0,0,Female,White,1,Low,8.0,Yes
3.63,1270.0,0,40.0,3.7,2.6,Health,0,0,Male,Other,0,Middle,2.8,No
3.21,1094.0,1,45.0,1.5,8.0,Arts,1,0,Other,Hispanic,0,Low,7.3,Yes
2.15,1300.0,1,57.0,1.0,4.0,Health,0,0,Female,Asian,0,High,2.3,No
3.0,1253.0,0,43.0,2.4,2.6,Business,1,0,Male,Black,0,High,5.6,No
2.92,1092.0,1,45.0,4.0,7.0,STEM,0,0,Other,Black,0,High,3.5,Yes
2.93,1132.0,0,46.0,4.8,2.3,SocialSci,0,0,Female,Asian,0,High,7.8,No
3.33,1497.0,0,26.0,1.8,8.7,SocialSci,1,0,Male,Other,0,Low,5.2,Yes
3.12,1171.0,1,85.0,1.7,9.0,Business,0,0,Female,Asian,0,High,1.2,Yes
3.47,1224.0,0,62.0,1.7,3.7,Health,0,0,Female,Other,0,High,6.9,Yes
2.31,1036.0,0,52.0,3.7,10.0,Business,0,0,Female,Other,1,Low,6.6,No
3.78,1054.0,0,66.0,4.9,6.0,Arts,0,1,Female,Hispanic,0,Middle,4.1,Yes
3.69,1294.0,0,39.0,2.6,1.9,STEM,0,0,Male,Other,0,Low,5.9,No
2.32,1183.0,1,52.0,3.6,1.3,Business,0,1,Female,Black,1,Low,7.7,No
2.3,1286.0,0,49.0,1.1,8.4,Arts,0,0,Female,Black,0,Middle,7.0,No
3.49,1280.0,1,67.0,3.2,2.0,Business,1,1,Male,Black,0,Low,6.7,Yes
2.89,1306.0,0,49.0,2.7,4.1,STEM,0,0,Female,Hispanic,0,Middle,6.2,Yes
2.43,1278.0,0,33.0,5.0,7.1,Arts,1,1,Other,Black,0,Middle,2.8,No
3.53,1241.0,0,42.0,3.1,7.9,STEM,0,0,Male,White,0,Middle,4.8,Yes
2.39,1121.0,1,77.0,2.7,8.8,SocialSci,1,1,Other,Hispanic,0,Low,1.5,Yes
2.54,1251.0,0,31.0,1.4,6.0,Business,0,1,Male,White,0,Low,8.3,No
3.71,1024.0,0,61.0,2.7,6.6,STEM,0,1,Male,Asian,1,Middle,5.7,Yes
3.56,1171.0,0,37.0,2.0,2.0,SocialSci,0,1,Other,Black,0,High,3.1,No
3.7,1056.0,0,69.0,1.4,7.9,Health,0,0,Female,White,0,High,5.9,Yes
3.09,1294.0,1,37.0,4.4,2.3,Health,1,0,Female,Other,0,Middle,1.0,No
2.79,1133.0,1,52.0,1.5,7.2,Business,0,1,Other,Asian,0,Low,2.6,Yes
2.9,1108.0,0,37.0,2.7,2.9,STEM,0,0,Male,Hispanic,0,Low,2.2,No
2.39,1480.0,1,47.0,4.3,5.5,Health,1,0,Male,Other,0,Middle,4.8,Yes
3.2,1249.0,1,78.0,3.7,3.1,SocialSci,0,0,Other,Other,0,Low,8.3,Yes
3.39,1298.0,0,18.0,2.1,3.6,Health,1,0,Female,Hispanic,1,Middle,4.9,No
3.03,1202.0,0,56.0,3.4,8.5,Business,0,1,Male,Hispanic,0,High,6.8,Yes
2.36,1225.0,1,4.0,3.8,7.2,Health,0,0,Female,Asian,0,High,9.7,No
3.97,1271.0,1,19.0,4.2,7.3,Health,0,0,Male,Hispanic,0,Low,2.5,No
3.16,1080.0,1,52.0,4.1,4.5,Business,0,0,Other,Asian,0,Low,7.6,No
3.16,1020.0,1,33.0,3.8,5.4,Business,0,0,Female,White,0,Low,6.2,No
2.9,1351.0,1,65.0,4.0,5.4,STEM,0,0,Female,White,0,Middle,6.2,Yes
3.27,1218.0,0,26.0,1.6,1.3,SocialSci,0,0,Other,Other,0,Low,1.4,No
3.91,1132.0,0,20.0,1.3,6.8,STEM,0,0,Male,Black,0,High,5.9,No
3.87,1171.0,1,62.0,4.3,5.6,Arts,0,0,Other,Black,0,Low,4.2,Yes
2.3,1267.0,0,72.0,2.4,5.2,STEM,0,1,Female,Other,0,High,1.7,Yes
2.85,1178.0,1,49.0,4.0,9.6,SocialSci,0,0,Other,Asian,0,Low,3.1,Yes
3.78,1304.0,1,67.0,2.2,2.6,Business,0,0,Female,Other,0,Low,10.0,Yes
2.39,1038.0,0,70.0,4.9,7.7,SocialSci,0,0,Male,White,0,Middle,3.4,Yes
3.51,1035.0,1,63.0,4.0,6.3,STEM,0,0,Other,Asian,0,Low,5.2,Yes
3.54,1111.0,0,53.0,2.6,7.5,Arts,0,0,Female,Asian,0,Middle,6.0,Yes
2.36,1282.0,0,46.0,3.7,8.9,Business,0,1,Male,Hispanic,0,High,3.7,Yes
2.01,1257.0,0,61.0,2.6,4.5,Business,1,0,Female,Hispanic,0,High,8.1,Yes
3.15,1011.0,1,39.0,1.4,4.3,Health,0,0,Male,White,0,Low,5.6,No
2.34,1322.0,0,33.0,1.1,8.8,STEM,0,0,Male,Other,0,Middle,6.3,No
3.21,1124.0,0,80.0,2.4,8.1,STEM,0,0,Male,White,0,Low,4.2,Yes
3.98,1032.0,1,69.0,2.8,7.6,Arts,0,0,Female,Asian,0,Middle,5.9,Yes
3.39,1352.0,0,26.0,4.8,2.7,STEM,0,0,Other,Other,0,Low,6.8,No
2.98,1265.0,1,74.0,2.2,3.7,Health,0,0,Female,Asian,0,Middle,3.8,Yes
2.82,1097.0,0,49.0,3.7,1.7,SocialSci,0,1,Other,Asian,0,Low,3.1,Yes
3.15,1255.0,1,62.0,3.8,1.7,Arts,0,0,Male,Other,0,High,9.2,Yes
2.41,1126.0,0,43.0,1.5,6.2,STEM,0,0,Male,Asian,0,Middle,8.6,No
2.88,1248.0,1,82.0,3.2,3.6,Business,1,0,Female,Other,0,High,9.9,Yes
3.72,1408.0,0,49.0,1.2,6.6,SocialSci,0,0,Male,Asian,0,Middle,7.1,Yes
2.95,1215.0,0,48.0,1.7,7.8,Health,0,0,Female,Asian,0,Middle,2.3,Yes
2.4,1192.0,0,45.0,4.2,3.7,SocialSci,1,1,Other,Asian,0,Middle,8.9,No
3.48,1091.0,0,68.0,3.0,4.4,Business,0,0,Male,Hispanic,0,Low,9.0,Yes
2.64,1245.0,1,52.0,2.8,1.5,Health,0,1,Other,Black,0,Low,2.9,No
3.94,1228.0,0,55.0,2.7,8.5,Arts,0,0,Male,Hispanic,0,Middle,2.6,Yes
2.26,1162.0,0,35.0,4.2,6.2,Arts,0,0,Other,Black,0,Low,3.8,No
3.7,1087.0,0,35.0,3.9,4.3,Business,0,1,Female,Other,1,Low,2.8,No
3.0,1225.0,1,78.0,3.4,2.4,Arts,0,0,Other,Hispanic,0,High,5.9,Yes
2.98,1108.0,0,62.0,2.4,4.8,STEM,0,1,Other,White,0,High,7.6,No
2.15,1137.0,0,66.0,4.3,4.7,Health,0,0,Female,Hispanic,0,Middle,6.6,No
3.44,1014.0,1,60.0,1.7,8.3,STEM,1,1,Other,Black,1,Middle,6.9,Yes
2.31,1242.0,1,23.0,2.8,9.9,SocialSci,0,0,Male,Black,0,Middle,1.5,No
2.21,1213.0,0,39.0,2.1,7.0,SocialSci,0,0,Female,Asian,0,High,8.2,No
2.67,1224.0,1,56.0,2.1,9.0,STEM,0,0,Other,Asian,1,Middle,5.5,Yes
3.26,1120.0,0,47.0,4.9,2.7,STEM,0,0,Male,White,0,Low,7.7,No
2.56,1113.0,0,58.0,2.6,1.7,Business,0,0,Other,Other,1,Low,3.4,No
2.44,1063.0,1,44.0,3.0,7.2,STEM,0,0,Female,Hispanic,0,Low,5.9,No
3.62,1205.0,1,29.0,1.4,5.1,STEM,0,0,Female,Other,1,Low,2.3,No
3.44,1150.0,0,40.0,3.1,7.7,SocialSci,1,0,Male,Other,0,Middle,9.6,No
2.31,1134.0,1,36.0,3.9,6.1,SocialSci,0,0,Other,Asian,0,Low,8.7,No
2.97,1221.0,1,22.0,1.9,7.1,Health,0,0,Female,Asian,0,High,5.3,No
3.01,1298.0,0,42.0,1.1,4.3,STEM,0,1,Female,Asian,0,Low,2.5,No
3.19,1161.0,0,68.0,1.8,4.8,SocialSci,0,1,Other,White,0,Low,8.5,Yes
3.68,1088.0,0,49.0,4.2,6.2,Health,0,0,Male,White,0,Middle,2.4,No
3.91,1347.0,1,87.0,1.9,1.7,SocialSci,0,1,Female,Other,0,High,6.7,Yes
3.85,1058.0,1,41.0,4.1,1.6,Health,0,0,Other,Other,0,Middle,4.3,No
2.41,1093.0,0,44.0,4.5,3.6,Health,0,0,Female,Asian,0,Middle,1.8,No
3.67,1138.0,1,34.0,4.1,5.5,STEM,0,0,Male,White,0,Low,9.3,No
3.23,1189.0,1,50.0,3.7,4.0,Health,0,1,Male,Other,0,High,9.5,No
2.27,1184.0,1,55.0,1.7,5.6,SocialSci,0,1,Male,White,1,High,1.1,Yes
3.21,984.0,1,117.0,2.4,3.4,Health,0,0,Male,Hispanic,0,High,2.4,Yes
2.74,1257.0,1,74.0,2.4,5.2,Health,0,1,Other,Black,0,Low,3.5,Yes
2.16,1062.0,0,56.0,1.6,8.3,STEM,0,0,Other,Black,0,High,2.0,No
3.57,1160.0,0,43.0,3.5,2.9,Arts,0,0,Male,Other,0,High,3.2,No
2.35,1114.0,1,29.0,3.6,3.5,STEM,0,0,Other,Other,0,Low,6.8,No
3.31,1226.0,1,16.0,1.5,9.0,Arts,0,0,Female,Other,0,High,7.5,No
3.34,1107.0,1,42.0,4.4,1.7,Business,0,1,Female,White,0,Middle,7.4,No
